"probs","geography","gender","numofproducts","hascrcard","isactivemember","exited","creditscore_bin","age_bin","tenure_bin","balance_bin","estimatedsalary_bin"
0.128,"France","Male",1,1,1,0,"<350","18-35","<3","130K-170K","50K-100K"
0.096,"Germany","Female",3,1,0,1,"350-600","35-45","+7","130K-170K","+150K"
0.048,"France","Female",2,0,1,0,"600-850","18-35","<3","<100K","+150K"
0.024,"France","Male",1,1,1,0,"350-600","18-35","5-7","<100K","100K-150K"
0.044,"France","Female",2,1,1,0,"600-850","35-45","<3","100K-130K","100K-150K"
0.032,"Spain","Female",2,0,1,1,"<350","18-35","+7","130K-170K","100K-150K"
0.02,"France","Female",1,0,1,0,"600-850","35-45","+7","<100K","50K-100K"
0.004,"France","Male",2,1,1,0,"350-600","18-35","<3","<100K","50K-100K"
0.144,"France","Female",1,1,1,0,"600-850","18-35","3-5","<100K","50K-100K"
0.068,"Germany","Female",2,0,0,0,"600-850","35-45","<3","100K-130K","50K-100K"
0.012,"Germany","Male",3,1,0,1,"<350","45+","<3","100K-130K","50K-100K"
0.016,"Germany","Male",1,0,0,0,"350-600","35-45","<3","100K-130K","+150K"
0.04,"France","Male",2,1,0,0,"350-600","35-45","+7","<100K","50K-100K"
0.136,"France","Male",2,0,0,0,"600-850","18-35","<3","<100K","+150K"
0.044,"Spain","Male",1,1,0,1,"350-600","35-45","5-7","<100K","100K-150K"
0.012,"Germany","Male",1,0,1,0,"350-600","18-35","3-5","100K-130K","+150K"
0.944,"Spain","Female",2,1,0,0,"<350","35-45","+7","<100K","50K-100K"
0.06,"France","Female",2,1,1,0,"600-850","18-35","3-5","<100K","100K-150K"
0.048,"Germany","Male",1,1,0,1,"350-600","35-45","+7","100K-130K","<50K"
0.184,"Germany","Male",2,1,1,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.06,"France","Female",2,0,0,0,"<350","18-35","<3","<100K","50K-100K"
0.008,"France","Male",1,1,0,1,"350-600","45+","+7","+170K","50K-100K"
0.96,"Spain","Male",1,1,0,0,"600-850","35-45","+7","130K-170K","100K-150K"
0.016,"France","Male",2,1,0,0,"600-850","35-45","3-5","130K-170K","50K-100K"
0.104,"Germany","Female",2,0,1,0,"350-600","18-35","3-5","130K-170K","+150K"
0.232,"France","Female",3,1,1,1,"350-600","35-45","5-7","<100K","100K-150K"
0.084,"France","Female",2,1,0,0,"350-600","18-35","3-5","<100K","+150K"
0.052,"Germany","Female",1,0,1,1,"600-850","45+","+7","130K-170K","<50K"
0.264,"France","Female",2,1,0,0,"600-850","35-45","5-7","<100K","100K-150K"
0.116,"Germany","Female",1,0,1,0,"350-600","18-35","3-5","100K-130K","<50K"
0.548,"Spain","Female",2,1,0,0,"<350","18-35","<3","<100K","+150K"
0.068,"France","Male",1,1,1,0,"<350","35-45","5-7","100K-130K","50K-100K"
0.004,"Germany","Female",1,1,1,0,"350-600","35-45","+7","130K-170K","+150K"
0.02,"Spain","Female",2,0,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.056,"France","Male",2,1,1,0,"<350","18-35","5-7","<100K","+150K"
0.248,"France","Male",1,0,1,0,"600-850","45+","5-7","<100K","100K-150K"
0.192,"France","Male",2,1,1,0,"<350","18-35","+7","<100K","50K-100K"
0.04,"France","Male",2,0,1,0,"600-850","45+","+7","100K-130K","50K-100K"
0.008,"Spain","Male",1,1,0,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.06,"France","Male",2,1,1,0,"350-600","18-35","<3","<100K","<50K"
0.036,"France","Male",1,1,1,0,"350-600","45+","5-7","100K-130K","<50K"
0.884,"France","Male",1,1,1,0,"600-850","35-45","5-7","130K-170K","50K-100K"
0.024,"Spain","Male",1,1,1,0,"350-600","18-35","5-7","<100K","+150K"
0.14,"Spain","Male",3,1,0,0,"600-850","18-35","+7","<100K","100K-150K"
0.024,"France","Female",2,1,1,0,"350-600","45+","+7","<100K","50K-100K"
0.332,"France","Male",2,1,1,0,"350-600","45+","3-5","<100K","<50K"
0.044,"France","Female",1,1,1,1,"600-850","35-45","5-7","100K-130K","<50K"
0.152,"Germany","Male",1,1,1,0,"600-850","35-45","+7","100K-130K","+150K"
0.048,"Spain","Female",1,0,0,0,"350-600","35-45","<3","+170K","<50K"
0.304,"France","Male",1,1,1,0,"600-850","35-45","<3","<100K","50K-100K"
0.048,"Spain","Female",2,1,1,0,"350-600","18-35","+7","100K-130K","<50K"
0.028,"Spain","Female",2,1,1,0,"350-600","18-35","+7","100K-130K","100K-150K"
0.144,"Spain","Male",1,1,1,0,"600-850","18-35","<3","100K-130K","+150K"
0.08,"Spain","Male",1,1,1,0,"<350","18-35","+7","130K-170K","+150K"
0.064,"Germany","Male",1,1,1,0,"600-850","18-35","+7","100K-130K","50K-100K"
0.04,"Spain","Male",1,1,1,0,"<350","35-45","+7","+170K","50K-100K"
0.044,"France","Male",1,1,1,0,"350-600","35-45","3-5","130K-170K","100K-150K"
0.032,"France","Female",1,0,1,0,"<350","35-45","3-5","130K-170K","+150K"
0.048,"Spain","Male",1,1,1,0,"<350","35-45","+7","130K-170K","100K-150K"
0.196,"France","Male",2,1,1,0,"600-850","18-35","+7","100K-130K","100K-150K"
0.052,"France","Female",1,1,1,0,"600-850","35-45","+7","130K-170K","50K-100K"
0.236,"Spain","Female",1,0,0,0,"600-850","18-35","3-5","100K-130K","50K-100K"
0.68,"Spain","Female",2,1,1,0,"350-600","18-35","+7","<100K","100K-150K"
0.068,"Germany","Female",1,1,0,1,"<350","45+","+7","100K-130K","<50K"
0.052,"Spain","Male",2,1,1,0,"<350","45+","3-5","<100K","+150K"
0.004,"France","Female",2,0,0,0,"350-600","35-45","5-7","<100K","50K-100K"
0.196,"France","Female",2,1,0,0,"350-600","18-35","5-7","<100K","<50K"
0.056,"Germany","Female",1,1,0,1,"600-850","18-35","5-7","100K-130K","<50K"
0,"Germany","Female",2,0,0,0,"350-600","45+","+7","100K-130K","50K-100K"
0.088,"Germany","Male",2,1,1,0,"600-850","35-45","+7","130K-170K","50K-100K"
0.136,"Germany","Male",2,1,0,0,"<350","18-35","+7","100K-130K","+150K"
0.376,"Germany","Male",1,0,1,0,"<350","18-35","5-7","130K-170K","100K-150K"
0.06,"France","Male",1,1,1,0,"350-600","35-45","+7","<100K","100K-150K"
0.136,"France","Male",1,0,1,0,"<350","45+","+7","100K-130K","50K-100K"
0.032,"Germany","Male",2,1,0,0,"600-850","18-35","3-5","130K-170K","100K-150K"
0.012,"France","Female",2,1,0,0,"600-850","18-35","<3","<100K","+150K"
0.264,"France","Female",1,0,0,1,"350-600","35-45","+7","<100K","100K-150K"
0.052,"France","Male",1,1,1,0,"<350","45+","5-7","100K-130K","<50K"
0.02,"France","Male",1,1,1,0,"600-850","18-35","<3","130K-170K","50K-100K"
0.016,"France","Male",2,1,0,0,"<350","35-45","+7","<100K","<50K"
0.104,"Germany","Male",1,1,1,0,"350-600","18-35","+7","100K-130K","100K-150K"
0.096,"Spain","Male",2,1,1,0,"350-600","18-35","5-7","<100K","<50K"
0.008,"Germany","Male",1,1,0,0,"<350","18-35","5-7","100K-130K","50K-100K"
0.256,"France","Male",2,1,0,0,"600-850","35-45","+7","<100K","<50K"
0.044,"Spain","Female",1,0,1,0,"600-850","45+","5-7","<100K","100K-150K"
0.132,"Germany","Male",2,0,1,0,"600-850","35-45","<3","100K-130K","50K-100K"
0.068,"France","Male",2,1,0,0,"<350","35-45","<3","<100K","50K-100K"
0.264,"France","Male",1,1,0,0,"<350","18-35","3-5","100K-130K","<50K"
0.396,"Germany","Female",2,1,1,0,"<350","18-35","<3","100K-130K","+150K"
0.048,"Germany","Male",1,1,1,0,"600-850","35-45","+7","100K-130K","50K-100K"
0.66,"Germany","Male",1,0,1,0,"<350","18-35","<3","100K-130K","50K-100K"
0.188,"Germany","Female",2,1,0,0,"600-850","35-45","+7","130K-170K","+150K"
0.184,"France","Female",1,0,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.588,"France","Female",2,0,1,0,"600-850","18-35","3-5","<100K","<50K"
0.024,"Spain","Female",1,1,0,0,"350-600","35-45","5-7","100K-130K","<50K"
0.244,"Germany","Male",1,1,1,0,"<350","18-35","3-5","100K-130K","<50K"
0,"France","Female",1,1,0,1,"600-850","18-35","+7","130K-170K","+150K"
0.14,"Spain","Female",1,1,0,0,"600-850","18-35","+7","<100K","100K-150K"
0.244,"France","Female",2,0,1,0,"<350","35-45","<3","<100K","+150K"
0.112,"Germany","Male",1,1,0,0,"350-600","35-45","+7","130K-170K","100K-150K"
0.168,"France","Male",1,1,1,0,"350-600","35-45","<3","<100K","<50K"
0.036,"France","Male",1,1,1,0,"350-600","35-45","5-7","<100K","50K-100K"
0.3,"Spain","Female",2,1,0,0,"350-600","45+","+7","<100K","50K-100K"
0.108,"Spain","Male",1,1,1,0,"350-600","35-45","<3","130K-170K","50K-100K"
0.108,"France","Male",2,0,1,0,"350-600","18-35","<3","130K-170K","100K-150K"
0.66,"France","Female",2,1,0,0,"600-850","35-45","<3","130K-170K","50K-100K"
0.104,"France","Female",1,1,0,1,"350-600","35-45","3-5","<100K","50K-100K"
0.092,"Spain","Female",1,1,0,0,"350-600","18-35","+7","130K-170K","<50K"
0.28,"Germany","Male",2,0,1,0,"600-850","35-45","<3","100K-130K","+150K"
0.892,"France","Male",1,1,1,0,"350-600","18-35","+7","130K-170K","<50K"
0.46,"Germany","Male",1,1,0,0,"350-600","18-35","3-5","130K-170K","100K-150K"
0.164,"France","Male",2,1,1,0,"350-600","18-35","5-7","<100K","50K-100K"
0.128,"Spain","Male",1,1,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.068,"France","Female",1,1,1,0,"600-850","18-35","+7","<100K","50K-100K"
0.044,"Germany","Female",2,1,1,0,"600-850","35-45","<3","100K-130K","<50K"
0.04,"France","Female",2,0,0,0,"350-600","35-45","5-7","<100K","+150K"
0.852,"France","Male",2,1,0,1,"350-600","35-45","5-7","100K-130K","100K-150K"
0.568,"France","Female",1,1,0,1,"350-600","45+","+7","<100K","100K-150K"
0.012,"France","Male",1,1,0,1,"350-600","35-45","3-5","130K-170K","50K-100K"
0.416,"Germany","Female",3,1,1,1,"350-600","18-35","<3","130K-170K","<50K"
0.852,"Spain","Male",1,1,0,1,"350-600","45+","<3","<100K","<50K"
0.132,"France","Female",2,1,0,0,"600-850","18-35","+7","<100K","50K-100K"
0.22,"Germany","Male",2,1,1,0,"350-600","35-45","+7","<100K","100K-150K"
0.064,"Germany","Female",1,1,0,1,"600-850","45+","+7","<100K","<50K"
0.064,"Germany","Male",1,1,0,1,"<350","45+","+7","130K-170K","+150K"
0.024,"Germany","Male",1,1,0,1,"600-850","18-35","5-7","130K-170K","50K-100K"
0.116,"France","Female",2,1,0,0,"600-850","18-35","<3","<100K","<50K"
0.044,"Spain","Female",2,1,0,0,"350-600","18-35","<3","<100K","+150K"
0.192,"France","Female",2,1,1,0,"<350","18-35","5-7","<100K","100K-150K"
0.128,"France","Female",1,1,1,0,"350-600","18-35","3-5","100K-130K","50K-100K"
0.096,"Germany","Male",1,1,0,0,"600-850","45+","<3","<100K","+150K"
0.1,"Spain","Male",1,1,1,1,"<350","18-35","<3","100K-130K","50K-100K"
0.036,"France","Male",1,1,1,0,"350-600","18-35","3-5","<100K","100K-150K"
0.192,"France","Male",1,1,0,0,"<350","45+","+7","<100K","<50K"
0.12,"France","Male",2,1,1,0,"350-600","35-45","5-7","<100K","+150K"
0.256,"France","Male",2,1,1,0,"600-850","18-35","5-7","130K-170K","+150K"
0,"Germany","Male",3,1,0,1,"350-600","35-45","+7","+170K","+150K"
0.012,"Spain","Male",2,0,1,0,"600-850","45+","+7","100K-130K","100K-150K"
0.628,"France","Male",1,1,1,1,"350-600","35-45","<3","<100K","50K-100K"
0.012,"France","Male",2,1,0,1,"<350","45+","3-5","<100K","<50K"
0.512,"France","Male",1,1,0,0,"<350","35-45","3-5","130K-170K","+150K"
0.256,"Germany","Male",1,1,1,0,"350-600","35-45","+7","<100K","+150K"
0.716,"France","Female",1,1,0,0,"600-850","18-35","3-5","130K-170K","100K-150K"
0.036,"Germany","Male",1,1,0,1,"<350","45+","3-5","<100K","+150K"
0.204,"Spain","Male",2,1,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.096,"France","Female",2,0,1,0,"600-850","18-35","3-5","100K-130K","50K-100K"
0.792,"France","Male",1,1,1,0,"600-850","18-35","3-5","<100K","+150K"
0.468,"France","Female",2,1,0,0,"350-600","35-45","<3","<100K","<50K"
0.196,"France","Female",1,1,0,0,"<350","35-45","<3","<100K","<50K"
0.888,"Germany","Female",1,0,1,0,"350-600","45+","<3","<100K","<50K"
0.904,"Germany","Male",2,1,0,0,"350-600","18-35","5-7","100K-130K","50K-100K"
0.936,"Spain","Female",2,1,1,0,"350-600","45+","+7","<100K","50K-100K"
0.244,"France","Male",1,1,0,0,"600-850","35-45","<3","<100K","100K-150K"
0.04,"France","Male",1,1,0,1,"<350","35-45","3-5","<100K","50K-100K"
0.12,"Spain","Male",1,1,1,0,"350-600","45+","5-7","<100K","100K-150K"
0.128,"France","Female",2,1,0,0,"<350","18-35","5-7","<100K","+150K"
0.172,"France","Male",2,1,0,0,"<350","18-35","5-7","<100K","50K-100K"
0.272,"Spain","Male",1,0,0,1,"600-850","45+","+7","<100K","+150K"
0.048,"France","Male",2,1,1,0,"<350","45+","+7","<100K","100K-150K"
0.108,"France","Male",1,1,0,0,"<350","18-35","<3","130K-170K","100K-150K"
0.104,"France","Female",3,1,0,1,"350-600","18-35","+7","<100K","+150K"
0.184,"Spain","Male",1,0,1,0,"600-850","18-35","+7","<100K","<50K"
0.016,"Germany","Male",2,1,0,1,"600-850","35-45","+7","100K-130K","50K-100K"
0.232,"France","Male",1,1,1,0,"<350","35-45","+7","100K-130K","50K-100K"
0.476,"France","Male",1,1,0,0,"600-850","18-35","+7","100K-130K","100K-150K"
0.02,"Germany","Male",1,1,0,1,"<350","18-35","+7","<100K","50K-100K"
0.82,"France","Female",3,1,0,0,"600-850","18-35","3-5","<100K","<50K"
0.372,"France","Male",1,1,1,0,"350-600","35-45","5-7","<100K","<50K"
0.02,"France","Female",2,1,1,0,"600-850","35-45","<3","<100K","<50K"
0.048,"France","Male",2,0,0,0,"350-600","35-45","<3","<100K","50K-100K"
0.88,"Spain","Female",1,1,0,0,"600-850","18-35","5-7","100K-130K","<50K"
0.048,"Spain","Female",1,0,0,0,"<350","18-35","5-7","130K-170K","+150K"
0.036,"Germany","Female",1,0,0,1,"350-600","45+","5-7","130K-170K","100K-150K"
0.12,"Spain","Male",1,1,1,0,"600-850","35-45","+7","100K-130K","<50K"
0.072,"Germany","Male",1,1,0,0,"<350","35-45","<3","+170K","100K-150K"
0.2,"Spain","Female",1,1,1,0,"600-850","35-45","<3","130K-170K","<50K"
0.324,"Spain","Female",1,0,1,1,"350-600","45+","<3","130K-170K","100K-150K"
0.008,"France","Female",1,0,1,0,"350-600","35-45","+7","<100K","+150K"
0.336,"Spain","Male",1,1,1,0,"600-850","45+","<3","130K-170K","50K-100K"
0.048,"Spain","Female",2,1,0,0,"350-600","35-45","+7","<100K","100K-150K"
0.624,"France","Female",2,1,1,0,"350-600","35-45","5-7","<100K","<50K"
0.048,"Germany","Male",2,1,0,0,"600-850","35-45","<3","<100K","+150K"
0.156,"France","Male",1,1,0,0,"350-600","18-35","+7","<100K","<50K"
0.012,"Germany","Male",1,0,0,1,"350-600","45+","+7","<100K","<50K"
0.172,"Germany","Female",2,1,0,0,"<350","18-35","+7","<100K","<50K"
0.192,"Germany","Male",1,0,1,0,"600-850","35-45","5-7","100K-130K","50K-100K"
0.012,"France","Female",2,0,0,0,"<350","18-35","+7","<100K","50K-100K"
0.052,"France","Female",2,1,1,0,"350-600","35-45","3-5","130K-170K","50K-100K"
0.404,"France","Female",2,1,1,0,"600-850","35-45","5-7","<100K","100K-150K"
0.112,"France","Male",1,0,0,1,"600-850","45+","+7","130K-170K","<50K"
0.3,"Spain","Male",1,0,1,1,"<350","45+","5-7","<100K","50K-100K"
0.008,"Spain","Female",1,1,0,1,"600-850","18-35","<3","<100K","100K-150K"
0.008,"Spain","Female",1,0,1,0,"<350","45+","<3","100K-130K","<50K"
0.188,"Spain","Female",1,1,0,1,"<350","35-45","3-5","<100K","+150K"
0.568,"France","Female",1,0,0,1,"<350","45+","3-5","<100K","<50K"
0.04,"Spain","Female",2,1,0,0,"350-600","35-45","3-5","<100K","100K-150K"
0.364,"France","Male",1,1,1,0,"<350","35-45","3-5","130K-170K","50K-100K"
0.112,"Germany","Male",1,1,0,0,"350-600","18-35","3-5","<100K","+150K"
0.056,"Spain","Female",1,1,0,1,"350-600","45+","<3","<100K","50K-100K"
0.076,"France","Male",1,0,1,0,"600-850","45+","5-7","<100K","100K-150K"
0.172,"France","Male",2,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.252,"Germany","Female",2,0,0,0,"600-850","18-35","<3","+170K","50K-100K"
0.12,"Germany","Male",1,1,0,0,"350-600","35-45","<3","<100K","+150K"
0.152,"Germany","Male",2,1,1,0,"350-600","45+","3-5","100K-130K","50K-100K"
0.536,"France","Male",2,1,0,0,"350-600","35-45","5-7","<100K","50K-100K"
0,"France","Female",2,1,0,1,"600-850","45+","<3","100K-130K","<50K"
0.072,"France","Male",2,1,0,0,"350-600","35-45","+7","<100K","<50K"
0.156,"France","Female",1,1,1,1,"600-850","45+","<3","<100K","50K-100K"
0.504,"Spain","Female",2,1,1,0,"350-600","18-35","5-7","100K-130K","<50K"
0.052,"France","Male",1,0,0,0,"600-850","18-35","3-5","100K-130K","50K-100K"
0,"France","Male",2,1,0,0,"600-850","35-45","3-5","<100K","50K-100K"
0,"Spain","Male",2,0,1,0,"600-850","45+","+7","<100K","100K-150K"
0.48,"France","Male",2,1,1,0,"<350","18-35","5-7","<100K","<50K"
0.032,"France","Male",2,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.004,"France","Male",2,1,1,0,"<350","35-45","3-5","<100K","+150K"
0.912,"France","Male",1,1,0,0,"350-600","18-35","3-5","130K-170K","100K-150K"
0.048,"Spain","Female",2,1,1,0,"350-600","18-35","3-5","<100K","100K-150K"
0.884,"Germany","Female",2,0,1,1,"350-600","35-45","5-7","100K-130K","50K-100K"
0.232,"Spain","Female",2,1,1,1,"600-850","18-35","<3","<100K","<50K"
0.236,"France","Female",2,1,0,0,"600-850","18-35","+7","<100K","+150K"
0.02,"Spain","Male",2,0,1,0,"<350","18-35","+7","<100K","+150K"
0.128,"Germany","Male",2,1,1,0,"<350","18-35","+7","130K-170K","<50K"
0.132,"Spain","Male",2,1,0,0,"<350","45+","3-5","<100K","<50K"
0.552,"France","Female",2,1,0,0,"<350","45+","<3","<100K","<50K"
0.008,"France","Male",1,0,0,0,"<350","18-35","<3","130K-170K","50K-100K"
0.012,"France","Female",2,1,1,0,"<350","18-35","3-5","<100K","+150K"
0.02,"Spain","Female",2,0,1,0,"350-600","18-35","<3","<100K","100K-150K"
0.044,"France","Female",1,1,1,1,"<350","35-45","5-7","<100K","100K-150K"
0.012,"Germany","Male",1,0,1,1,"<350","45+","3-5","100K-130K","<50K"
0.036,"France","Male",1,1,1,0,"350-600","18-35","+7","100K-130K","<50K"
0.048,"France","Male",2,0,1,0,"<350","35-45","3-5","<100K","+150K"
0.024,"France","Female",3,1,0,1,"<350","45+","3-5","<100K","<50K"
0.2,"France","Female",2,1,1,0,"<350","35-45","<3","<100K","100K-150K"
0.012,"France","Male",2,1,1,0,"350-600","35-45","+7","<100K","<50K"
0.752,"Spain","Male",2,1,0,0,"<350","35-45","+7","<100K","+150K"
0.052,"France","Female",1,1,0,0,"350-600","35-45","<3","<100K","<50K"
0.048,"Spain","Male",1,0,1,0,"350-600","35-45","+7","100K-130K","+150K"
0.04,"Spain","Male",2,1,0,0,"600-850","18-35","<3","<100K","100K-150K"
0.092,"Spain","Female",1,1,1,0,"350-600","45+","5-7","100K-130K","100K-150K"
0.064,"France","Male",3,1,1,1,"600-850","35-45","+7","130K-170K","<50K"
0.032,"Germany","Male",1,0,1,1,"<350","45+","5-7","100K-130K","+150K"
0.204,"France","Male",1,1,1,0,"<350","35-45","3-5","100K-130K","+150K"
0.092,"France","Male",1,1,0,1,"<350","35-45","3-5","<100K","50K-100K"
0.024,"Spain","Male",1,1,0,0,"600-850","18-35","+7","<100K","100K-150K"
0.272,"Spain","Female",1,0,1,0,"<350","18-35","<3","100K-130K","<50K"
0.124,"Spain","Male",1,1,0,0,"<350","18-35","+7","+170K","100K-150K"
0.056,"France","Female",1,1,0,1,"600-850","45+","+7","<100K","<50K"
0.512,"France","Female",1,1,0,0,"<350","35-45","5-7","<100K","50K-100K"
0.04,"Spain","Male",2,1,1,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.624,"Germany","Male",1,1,0,1,"<350","45+","+7","100K-130K","50K-100K"
0.196,"Germany","Male",1,1,0,0,"<350","18-35","+7","<100K","<50K"
0.076,"Germany","Male",1,1,1,0,"<350","45+","+7","<100K","+150K"
0.14,"Spain","Female",2,1,1,0,"350-600","18-35","3-5","<100K","50K-100K"
0.008,"France","Female",1,1,0,0,"<350","18-35","5-7","130K-170K","+150K"
0.148,"France","Male",2,1,0,0,"<350","18-35","+7","<100K","<50K"
0.056,"Spain","Male",2,1,0,0,"600-850","35-45","+7","<100K","50K-100K"
0.092,"Spain","Female",2,1,1,0,"600-850","45+","<3","<100K","<50K"
0.156,"Germany","Female",2,0,0,0,"600-850","35-45","3-5","<100K","100K-150K"
0.78,"Germany","Male",1,1,0,0,"600-850","18-35","+7","130K-170K","<50K"
0.316,"France","Male",2,1,1,0,"<350","18-35","3-5","<100K","<50K"
0.2,"France","Female",1,0,1,0,"600-850","18-35","<3","100K-130K","50K-100K"
0.388,"Spain","Male",2,0,0,0,"<350","35-45","3-5","<100K","<50K"
0.064,"France","Male",1,1,1,1,"350-600","18-35","+7","<100K","<50K"
0.004,"France","Male",2,0,1,0,"<350","35-45","+7","<100K","<50K"
0.008,"Germany","Female",1,0,1,1,"350-600","45+","<3","100K-130K","+150K"
0.78,"Germany","Male",2,1,1,0,"<350","45+","+7","+170K","+150K"
0.028,"France","Male",1,1,0,1,"350-600","45+","5-7","<100K","50K-100K"
0.012,"Spain","Female",2,1,1,0,"600-850","18-35","+7","<100K","100K-150K"
0.004,"Germany","Female",1,1,1,0,"<350","18-35","+7","+170K","50K-100K"
0.832,"Spain","Female",1,0,1,1,"600-850","35-45","5-7","<100K","+150K"
0.12,"Spain","Male",1,1,0,1,"<350","45+","+7","100K-130K","+150K"
0.228,"France","Female",2,1,1,0,"350-600","18-35","5-7","100K-130K","+150K"
0.06,"Germany","Male",1,1,1,0,"350-600","45+","3-5","+170K","<50K"
0.176,"Spain","Female",2,1,1,0,"350-600","35-45","3-5","130K-170K","50K-100K"
0.076,"Spain","Male",1,1,0,1,"600-850","35-45","<3","+170K","50K-100K"
0,"France","Male",1,1,0,1,"<350","45+","+7","<100K","50K-100K"
0,"France","Male",2,1,1,0,"350-600","45+","+7","<100K","+150K"
0.056,"Spain","Female",2,1,0,0,"600-850","35-45","+7","<100K","+150K"
0.288,"Spain","Female",1,0,1,0,"350-600","35-45","<3","+170K","100K-150K"
0.1,"Spain","Female",2,1,0,0,"<350","18-35","3-5","<100K","100K-150K"
0.408,"Germany","Female",2,1,1,0,"<350","35-45","<3","100K-130K","+150K"
0.2,"Spain","Male",1,1,1,0,"350-600","45+","5-7","130K-170K","<50K"
0.06,"Spain","Female",1,1,0,0,"350-600","18-35","+7","<100K","<50K"
0.2,"Germany","Female",1,0,0,1,"<350","45+","+7","100K-130K","<50K"
0.124,"France","Male",1,0,0,0,"350-600","18-35","+7","100K-130K","<50K"
0.036,"Germany","Male",2,1,0,0,"600-850","35-45","+7","<100K","<50K"
0.172,"Germany","Female",1,1,1,0,"<350","35-45","3-5","100K-130K","+150K"
0.1,"France","Female",2,1,0,0,"600-850","35-45","5-7","130K-170K","+150K"
0.072,"France","Male",1,1,1,0,"600-850","18-35","3-5","100K-130K","+150K"
0.04,"Germany","Female",1,1,0,0,"<350","18-35","5-7","130K-170K","100K-150K"
0.032,"France","Female",3,1,1,0,"600-850","18-35","3-5","<100K","100K-150K"
0.088,"France","Male",1,0,0,0,"<350","18-35","+7","130K-170K","50K-100K"
0.148,"Spain","Male",1,1,1,0,"600-850","45+","3-5","<100K","50K-100K"
0.376,"France","Male",1,1,0,0,"600-850","18-35","3-5","130K-170K","+150K"
0.132,"France","Male",1,1,1,0,"600-850","18-35","3-5","<100K","<50K"
0.1,"France","Male",2,1,0,0,"350-600","45+","<3","<100K","+150K"
0.112,"Spain","Male",2,1,0,0,"600-850","35-45","5-7","130K-170K","+150K"
0.048,"France","Male",1,1,1,0,"<350","18-35","+7","+170K","50K-100K"
0.044,"Spain","Female",2,1,1,0,"<350","18-35","3-5","<100K","+150K"
0.016,"France","Female",1,1,1,0,"<350","18-35","3-5","130K-170K","100K-150K"
0.016,"France","Female",1,1,1,0,"350-600","18-35","<3","130K-170K","50K-100K"
0.512,"France","Male",2,1,1,0,"350-600","18-35","3-5","<100K","100K-150K"
0.052,"Germany","Male",2,1,0,0,"350-600","18-35","3-5","<100K","+150K"
0.012,"Germany","Male",2,0,0,0,"600-850","18-35","5-7","100K-130K","+150K"
0,"Spain","Male",1,0,1,0,"<350","18-35","<3","100K-130K","<50K"
0.06,"Germany","Female",2,1,1,0,"350-600","18-35","+7","100K-130K","+150K"
0.044,"France","Female",2,1,1,0,"350-600","18-35","5-7","+170K","50K-100K"
0.068,"Spain","Female",2,1,0,1,"<350","18-35","+7","100K-130K","100K-150K"
0.528,"France","Female",2,1,1,0,"600-850","18-35","3-5","<100K","50K-100K"
0.008,"France","Male",2,1,0,0,"600-850","35-45","5-7","<100K","50K-100K"
0.216,"France","Female",1,0,0,0,"<350","18-35","5-7","<100K","<50K"
0.3,"Germany","Male",1,0,1,1,"<350","18-35","3-5","100K-130K","<50K"
0.008,"Spain","Male",1,1,1,0,"600-850","35-45","+7","<100K","+150K"
0.924,"Germany","Male",1,0,0,0,"<350","35-45","3-5","130K-170K","100K-150K"
0.624,"France","Female",2,1,0,0,"600-850","18-35","+7","<100K","<50K"
0.06,"France","Female",2,1,1,0,"350-600","18-35","<3","<100K","100K-150K"
0.204,"Spain","Male",1,0,1,1,"600-850","45+","5-7","<100K","+150K"
0.148,"Germany","Male",1,1,1,0,"350-600","35-45","5-7","130K-170K","<50K"
0.152,"France","Male",2,1,0,0,"<350","18-35","5-7","<100K","<50K"
0.1,"France","Male",2,1,1,0,"350-600","45+","5-7","<100K","<50K"
0.192,"Germany","Male",2,1,1,0,"<350","18-35","+7","100K-130K","50K-100K"
0.056,"France","Male",1,1,0,0,"350-600","35-45","+7","<100K","50K-100K"
0.184,"Germany","Female",1,1,0,1,"<350","45+","<3","100K-130K","100K-150K"
0.024,"France","Female",2,0,0,0,"600-850","35-45","+7","<100K","<50K"
0.008,"Spain","Female",1,0,1,0,"600-850","18-35","<3","130K-170K","+150K"
0.38,"France","Male",1,0,1,0,"600-850","35-45","+7","130K-170K","+150K"
0.136,"France","Male",1,1,0,0,"<350","18-35","<3","100K-130K","+150K"
0,"Germany","Male",2,1,0,0,"350-600","18-35","<3","100K-130K","50K-100K"
0.012,"Spain","Female",1,1,0,1,"350-600","18-35","<3","<100K","50K-100K"
0.024,"Germany","Female",1,1,0,0,"600-850","18-35","5-7","<100K","100K-150K"
0.064,"France","Male",1,1,1,0,"350-600","18-35","+7","100K-130K","100K-150K"
0.5,"Spain","Male",2,1,0,0,"600-850","18-35","+7","<100K","100K-150K"
0.056,"France","Female",2,1,1,0,"<350","45+","+7","<100K","<50K"
